64,209
65,209
66,209
66,208
67,208
67,209
67,207
67,206
67,205
67,204
67,203
67,202
67,201
67,200
67,199
66,200
66,201
66,202
66,203
65,202
68,205
69,205
81,175
82,175
82,176
83,176
83,175
83,174
84,174
84,173
84,172
85,172
85,173
85,174
82,174
88,183
88,184
88,185
89,185
89,184
89,183
90,183
90,184
90,185
90,186
90,187
90,188
90,189
90,190
89,190
89,191
89,192
89,193
88,192
88,191
88,190
88,189
89,189
89,188
91,187
91,186
91,185
91,184
91,183
92,183
92,184
92,185
92,186
92,187
92,188
92,189
93,189
93,190
93,191
93,192
93,193
93,194
93,195
93,196
93,197
93,198
94,198
94,199
94,200
95,200
95,199
95,198
95,197
95,196
95,195
95,194
95,193
95,192
95,191
95,190
95,189
95,188
95,187
95,186
95,185
95,184
95,183
96,183
96,182
94,185
94,186
93,186
96,188
96,189
96,190
96,191
97,191
97,192
97,190
97,189
97,188
97,187
94,189
94,190
94,191
94,192
94,193
94,194
94,195
94,196
94,197
96,193
96,194
96,195
96,196
96,197
96,198
97,198
97,197
97,196
97,195
98,195
98,196
98,197
98,198
99,198
99,199
99,197
99,196
99,195
99,194
100,195
101,195
101,196
101,197
102,197
102,196
102,195
103,196
103,197
103,198
103,199
104,199
104,200
104,201
104,202
104,203
103,203
103,204
102,204
102,203
102,202
103,202
101,202
101,203
101,204
101,205
101,206
101,207
101,208
101,201
101,200
102,200
105,201
105,200
105,199
105,198
105,197
105,196
105,195
106,195
106,196
106,194
107,195
104,195
104,196
104,197
104,198
100,197
100,198
92,196
92,195
92,194
92,193
92,192
92,191
91,195
92,182
92,181
95,210
95,211
96,210
96,209
97,209
97,210
97,211
97,212
98,211
98,210
98,209
98,208
98,207
99,207
97,208
99,210
113,160
113,161
113,162
113,163
113,164
113,165
113,166
114,165
114,164
115,164
115,165
115,163
114,162
211,101
212,101
212,102
212,103
212,100
212,99
213,99
213,98
213,97
214,98
218,99
218,100
219,100
219,99
220,99
220,100
220,101
220,102
219,102
221,101
221,100
221,99
221,98
221,97
221,96
221,95
221,94
222,98
222,99
221,82
222,82
222,81
223,81
223,82
223,83
223,84
223,85
223,86
224,86
224,87
224,88
224,85
224,84
225,84
225,85
225,83
225,82
225,81
224,81
224,82
224,80
223,80
223,79
226,82
226,83
222,85
224,7
224,8
224,9
224,10
225,10
225,11
225,12
226,11
226,10
227,10
227,11
227,12
228,12
228,13
225,9
225,7
232,23
232,24
233,24
233,25
234,25
234,26
234,27
234,28
234,29
234,30
235,29
235,28
235,27
235,26
235,25
235,24
234,24
234,23
233,23
236,25
233,29
233,28
232,29
233,36
233,37
233,38
234,38
234,37
234,36
235,36
235,37
235,38
236,38
236,37
236,36
236,35
237,35
237,36
237,37
237,38
235,35
